aod440,aod870,eae,ssa440,ssa440_sub,ssa440_sob,eae_sub,eae_sob,aod440_sub,aod440_sob,class,class_00,class_01,class_10,class_11,class_code
0.3873954999999999,0.13749875,1.523728208333334,0.9138,0.8837999999999999,0.9438,1.4072252169982784,1.6402311996683898,0.3773954999999999,0.3973954999999999,7,3,3,7,7,UI
0.5238070294117647,0.1578338529411764,1.75383044117647,0.9142,0.8842,0.9442,1.6559206910308277,1.8517401913221123,0.5138070294117647,0.5338070294117647,9,3,9,7,9,NC
0.7065903684210527,0.2157654210526316,1.736991631578948,0.9236,0.8936,0.9536,1.6656627075843196,1.8083205555735764,0.6965903684210527,0.7165903684210527,9,3,9,7,9,NC
0.502955,0.1754186666666667,1.544726,0.9187,0.8886999999999999,0.9487,1.4539941869532271,1.635457813046773,0.49295500000000003,0.512955,7,3,3,7,7,UI
0.7134488181818182,0.2238274090909091,1.694377045454546,0.9233,0.8933,0.9533,1.625691292467595,1.7630627984414968,0.7034488181818181,0.7234488181818182,7,3,9,7,9,UI
0.6797208181818181,0.1877736818181819,1.882740954545455,0.9421,0.9121,0.9721000000000001,1.801115752263954,1.964366156826956,0.6697208181818181,0.6897208181818181,9,9,9,9,9,NC
0.8138217333333332,0.2100736333333333,1.987198666666667,0.91565,0.8856499999999999,0.94565,1.9150828144759129,2.059314518857421,0.8038217333333332,0.8238217333333332,9,9,9,9,9,NC
0.6807234999999999,0.25641875,1.43472975,0.9431,0.9131,0.9731000000000001,1.3735992882356594,1.4958602117643407,0.6707234999999999,0.6907234999999999,7,7,7,9,9,UI
0.5871342380952381,0.1923489523809524,1.630411190476191,0.94485,0.9148499999999999,0.97485,1.549363144296589,1.7114592366557932,0.5771342380952381,0.5971342380952381,7,7,9,9,9,UI
0.301283,0.1231968,1.3157656,0.9435,0.9135,0.9735,1.1871276540778064,1.4444035459221936,0.291283,0.31128300000000003,7,7,7,9,9,UI
1.584749833333333,0.4190681923076923,1.926638884615385,0.9255,0.8955,0.9555,1.8899886430381694,1.9632891261926007,1.574749833333333,1.594749833333333,9,9,9,9,9,NC
1.663296714285714,0.4638569999999999,1.863657266666667,0.9514499999999999,0.9214499999999999,0.9814499999999999,1.8308269960947963,1.896487537238538,1.653296714285714,1.673296714285714,9,9,9,9,9,NC
0.8508945454545455,0.2534611818181818,1.774300636363636,0.9277500000000001,0.89775,0.9577500000000001,1.7126219326595957,1.8359793400676763,0.8408945454545455,0.8608945454545455,9,9,9,9,9,NC
0.7221673333333333,0.3211756666666667,1.216333666666667,0.94235,0.91235,0.97235,1.166348278224678,1.2663190551086563,0.7121673333333333,0.7321673333333333,7,7,7,9,9,UI
0.3033609393939395,0.1029621515151515,1.589248696969697,0.9359999999999999,0.9059999999999999,0.966,1.4373402149081858,1.7411571790312084,0.2933609393939395,0.3133609393939395,7,7,9,9,9,UI
0.2253506,0.08621176,1.46366268,0.9523,0.9223,0.9823000000000001,1.2790901409475535,1.6482352190524467,0.2153506,0.23535060000000002,7,7,7,9,9,UI
0.3392659047619048,0.1165827619047619,1.573511047619047,0.9506,0.9206,0.9806,1.4404663232262558,1.7065557720118383,0.3292659047619048,0.34926590476190483,7,7,9,9,9,UI
0.7320642962962962,0.2181886666666667,1.773800888888888,0.8766000000000002,0.8466000000000001,0.9066000000000002,1.7034248928864522,1.844176884891324,0.7220642962962962,0.7420642962962962,9,9,9,9,9,NC
0.6801644375000001,0.20068159375,1.786258718750001,0.8690000000000001,0.8390000000000001,0.8990000000000001,1.7077361678366687,1.8647812696633332,0.6701644375000001,0.6901644375000001,9,9,9,9,9,NC
0.5552840000000001,0.2078088571428571,1.477740357142857,0.9074,0.8774,0.9374,1.4023711881395777,1.553109526146136,0.5452840000000001,0.5652840000000001,7,3,3,7,7,UI
0.4987405945945947,0.170626081081081,1.595147432432432,0.8933333333333332,0.8633333333333332,0.9233333333333332,1.504285023326547,1.686009841538317,0.4887405945945947,0.5087405945945946,3,3,3,7,7,BB
0.5385542903225804,0.1622347741935484,1.759879709677419,0.90374,0.87374,0.93374,1.6653520375123427,1.8544073818424953,0.5285542903225804,0.5485542903225804,9,3,9,7,9,NC
0.7514871666666666,0.2184816279069768,1.812255558139535,0.93245,0.90245,0.96245,1.7420394560851347,1.8824716601939353,0.7414871666666666,0.7614871666666666,9,9,9,9,9,NC
0.6413976341463413,0.1918045853658537,1.733961487804878,0.9071333333333333,0.8771333333333333,0.9371333333333334,1.6536411320953073,1.8142818435144485,0.6313976341463413,0.6513976341463413,9,3,9,7,9,NC
0.5598818372093023,0.1583317674418604,1.844574720930232,0.9032,0.8732,0.9332,1.7482953335500258,1.940854108310438,0.5498818372093023,0.5698818372093023,9,9,9,9,9,NC
0.9000140833333332,0.2363861891891892,1.956980621621621,0.9318500000000001,0.90185,0.9618500000000001,1.8921951206512793,2.0217661225919628,0.8900140833333332,0.9100140833333332,9,9,9,9,9,NC
0.8883661199999997,0.2561576923076924,1.823808307692308,0.9459,0.9158999999999999,0.9759,1.764210453437253,1.883406161947363,0.8783661199999997,0.8983661199999997,9,9,9,9,9,NC
1.228544333333333,0.3206048,1.9715403,0.94435,0.91435,0.97435,1.9242544471543561,2.018826152845644,1.218544333333333,1.238544333333333,9,9,9,9,9,NC
2.447663461538462,0.6190228749999998,2.006909375,0.90625,0.87625,0.93625,1.9824665764516263,2.0313521735483744,2.4376634615384623,2.457663461538462,9,9,9,9,9,NC
2.530002,0.7806826499999999,1.6946941,0.8954333333333334,0.8654333333333334,0.9254333333333334,1.6750301763669535,1.7143580236330465,2.5200020000000003,2.540002,7,3,9,7,9,UI
0.5218258095238093,0.1760647619047619,1.587669476190476,0.9167,0.8866999999999999,0.9467,1.4997401318976493,1.6755988204833026,0.5118258095238093,0.5318258095238093,7,3,3,7,7,UI
0.2132374,0.08312440000000001,1.3924768,0.901,0.871,0.931,1.198366776114895,1.586586823885105,0.20323739999999998,0.2232374,7,3,3,7,7,UI
0.5571212631578947,0.1672288421052631,1.760521657894737,0.8852,0.8552,0.9152,1.6689382418011378,1.852105073988336,0.5471212631578947,0.5671212631578947,9,3,9,7,9,NC
0.6110338947368421,0.210453052631579,1.570423421052632,0.8913,0.8613,0.9213,1.4967039596766563,1.6441428824286077,0.6010338947368421,0.6210338947368421,3,3,3,7,7,BB
0.5834095882352941,0.2230947647058824,1.435154735294118,0.9012,0.8712,0.9312,1.364759846476187,1.5055496241120492,0.5734095882352941,0.5934095882352941,7,3,3,7,7,UI
0.5897089285714285,0.1988686428571429,1.604192821428571,0.9166,0.8865999999999999,0.9466,1.526350161256922,1.68203548160022,0.5797089285714285,0.5997089285714285,7,3,3,7,7,UI
0.6855642727272726,0.217444303030303,1.686301575757576,0.91245,0.88245,0.94245,1.614657066856405,1.7579460846587471,0.6755642727272726,0.6955642727272726,7,3,9,7,9,UI
0.553365,0.1821377777777778,1.633890222222222,0.93295,0.9029499999999999,0.96295,1.5491029219917476,1.7186775224526964,0.543365,0.563365,7,7,9,9,9,UI
0.5379500303030303,0.1843562727272727,1.580725848484849,0.9053,0.8753,0.9353,1.4954987434750664,1.6659529534946316,0.5279500303030303,0.5479500303030304,7,3,3,7,7,UI
1.25626825,0.56586,1.17657025,0.9056500000000001,0.87565,0.9356500000000001,1.1481388486368527,1.2050016513631472,1.24626825,1.26626825,7,3,3,7,7,UI
